@relation 1610612740
@attribute game_id NUMERIC
@attribute fg3_attempted_total NUMERIC
@attribute fg3_made_total NUMERIC
@attribute fg3_percent_average NUMERIC
@attribute fg_attempted_total NUMERIC
@attribute fg_made_total NUMERIC
@attribute fg_percent_average NUMERIC
@attribute ft_attempted_total NUMERIC
@attribute ft_made_total NUMERIC
@attribute ft_percent_average NUMERIC
@attribute total_minutes NUMERIC
@attribute opponent_id {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute total_players_accounted NUMERIC
@attribute total_players_accounted NUMERIC
21300011, 11.0, 5.0, 0.45454545454545453, 85.0, 34.0, 0.4, 21.0, 17.0, 0.8095238095238095, 14400.0, '1610612754', 90.0, 11.0, 1309.090909090909
21300021, 12.0, 6.0, 0.5, 92.0, 32.0, 0.34782608695652173, 26.0, 20.0, 0.7692307692307693, 14400.0, '1610612753', 90.0, 12.0, 1200.0
21300035, 13.0, 7.0, 0.5384615384615384, 75.0, 37.0, 0.49333333333333335, 28.0, 24.0, 0.8571428571428571, 14401.0, '1610612766', 105.0, 11.0, 1309.1818181818182
21300055, 18.0, 10.0, 0.5555555555555556, 85.0, 37.0, 0.43529411764705883, 19.0, 14.0, 0.7368421052631579, 14400.0, '1610612756', 98.0, 9.0, 1600.0
21300065, 13.0, 4.0, 0.3076923076923077, 78.0, 38.0, 0.48717948717948717, 21.0, 19.0, 0.9047619047619048, 14400.0, '1610612763', 99.0, 11.0, 1309.090909090909
21300081, 9.0, 3.0, 0.3333333333333333, 87.0, 38.0, 0.4367816091954023, 22.0, 17.0, 0.7727272727272727, 14401.0, '1610612747', 96.0, 13.0, 1107.7692307692307
21300096, 13.0, 4.0, 0.3076923076923077, 88.0, 39.0, 0.4431818181818182, 13.0, 12.0, 0.9230769230769231, 14401.0, '1610612756', 94.0, 11.0, 1309.1818181818182
21300110, 10.0, 3.0, 0.3, 84.0, 34.0, 0.40476190476190477, 33.0, 24.0, 0.7272727272727273, 14399.0, '1610612747', 95.0, 12.0, 1199.9166666666667
21300119, 12.0, 5.0, 0.4166666666666667, 85.0, 42.0, 0.49411764705882355, 20.0, 16.0, 0.8, 14400.0, '1610612762', 105.0, 10.0, 1440.0
21300143, 28.0, 13.0, 0.4642857142857143, 86.0, 52.0, 0.6046511627906976, 27.0, 18.0, 0.6666666666666666, 14400.0, '1610612755', 135.0, 13.0, 1107.6923076923076
21300169, 15.0, 5.0, 0.3333333333333333, 79.0, 40.0, 0.5063291139240507, 33.0, 20.0, 0.6060606060606061, 14399.0, '1610612762', 105.0, 11.0, 1309.0
21300183, 17.0, 6.0, 0.35294117647058826, 88.0, 36.0, 0.4090909090909091, 33.0, 26.0, 0.7878787878787878, 14401.0, '1610612739', 104.0, 10.0, 1440.1
21300208, 15.0, 2.0, 0.13333333333333333, 97.0, 37.0, 0.38144329896907214, 20.0, 17.0, 0.85, 14400.0, '1610612759', 93.0, 13.0, 1107.6923076923076
21300214, 19.0, 9.0, 0.47368421052631576, 87.0, 41.0, 0.47126436781609193, 13.0, 10.0, 0.7692307692307693, 14400.0, '1610612744', 101.0, 10.0, 1440.0
21300237, 20.0, 8.0, 0.4, 93.0, 51.0, 0.5483870967741935, 14.0, 11.0, 0.7857142857142857, 14401.0, '1610612755', 121.0, 9.0, 1600.111111111111
