@relation Boston_Celtics
@attribute game_id NUMERIC
@attribute season_year NUMERIC
@attribute finals_match {'T','F'}
@attribute fg3_attempted_total NUMERIC
@attribute fg3_made_total NUMERIC
@attribute fg3_percent_average NUMERIC
@attribute fg_attempted_total NUMERIC
@attribute fg_made_total NUMERIC
@attribute fg_percent_average NUMERIC
@attribute ft_attempted_total NUMERIC
@attribute ft_made_total NUMERIC
@attribute ft_percent_average NUMERIC
@attribute total_minutes NUMERIC
@attribute opponent_id {Brooklyn_Nets,Boston_Celtics,Memphis_Grizzlies,Utah_Jazz,Milwaukee_Bucks,Orlando_Magic,Sacramento_Kings,Washington_Wizards,Philadelphia_76ers,New York_Knicks,Dallas_Mavericks,New Orleans_Pelicans,Portland_Trail Blazers,Detroit_Pistons,Miami_Heat,Chicago_Bulls,Oklahoma City_Thunder,Denver_Nuggets,Charlotte_Hornets,Cleveland_Cavaliers,Minnesota_Timberwolves,Toronto_Raptors,Golden State_Warriors,Houston_Rockets,San Antonio_Spurs,Atlanta_Hawks,Los Angeles_Lakers,Los Angeles_Clippers,Indiana_Pacers,Phoenix_Suns}
@attribute total_points_scored NUMERIC
@attribute total_players_accounted NUMERIC
@attribute average_time_played NUMERIC
@data
0006, 13, F, 13.0, 3.0, 0.23076923076923078, 66.0, 32.0, 0.48484848484848486, 29.0, 20.0, 0.6896551724137931, 14400.0, 'Toronto_Raptors', 87.0, 10.0, 1440.0
0024, 13, F, 16.0, 4.0, 0.25, 76.0, 34.0, 0.4473684210526316, 38.0, 26.0, 0.6842105263157895, 14400.0, 'Milwaukee_Bucks', 98.0, 9.0, 1600.0
0041, 13, F, 16.0, 3.0, 0.1875, 74.0, 31.0, 0.4189189189189189, 12.0, 12.0, 1.0, 14400.0, 'Detroit_Pistons', 77.0, 11.0, 1309.090909090909
0049, 13, F, 20.0, 7.0, 0.35, 70.0, 33.0, 0.4714285714285714, 18.0, 15.0, 0.8333333333333334, 14400.0, 'Memphis_Grizzlies', 88.0, 9.0, 1600.0
0064, 13, F, 20.0, 7.0, 0.35, 89.0, 40.0, 0.449438202247191, 14.0, 10.0, 0.7142857142857143, 14400.0, 'Utah_Jazz', 97.0, 11.0, 1309.090909090909
0075, 13, F, 14.0, 2.0, 0.14285714285714285, 95.0, 34.0, 0.35789473684210527, 26.0, 21.0, 0.8076923076923077, 14401.0, 'Orlando_Magic', 91.0, 11.0, 1309.1818181818182
0089, 13, F, 21.0, 10.0, 0.47619047619047616, 89.0, 46.0, 0.5168539325842697, 12.0, 9.0, 0.75, 14400.0, 'Miami_Heat', 111.0, 11.0, 1309.090909090909
0101, 13, F, 12.0, 5.0, 0.4166666666666667, 85.0, 51.0, 0.6, 15.0, 13.0, 0.8666666666666667, 14400.0, 'Orlando_Magic', 120.0, 10.0, 1440.0
0113, 13, F, 21.0, 7.0, 0.3333333333333333, 77.0, 29.0, 0.37662337662337664, 25.0, 18.0, 0.72, 14400.0, 'Charlotte_Hornets', 83.0, 10.0, 1440.0
0128, 13, F, 18.0, 7.0, 0.3888888888888889, 81.0, 37.0, 0.4567901234567901, 19.0, 15.0, 0.7894736842105263, 14401.0, 'Portland_Trail Blazers', 96.0, 11.0, 1309.1818181818182
0142, 13, F, 18.0, 5.0, 0.2777777777777778, 86.0, 34.0, 0.3953488372093023, 18.0, 15.0, 0.8333333333333334, 14400.0, 'Minnesota_Timberwolves', 88.0, 11.0, 1309.090909090909
0159, 13, F, 20.0, 7.0, 0.35, 99.0, 32.0, 0.32323232323232326, 20.0, 14.0, 0.7, 14400.0, 'Houston_Rockets', 85.0, 13.0, 1107.6923076923076
0170, 13, F, 15.0, 4.0, 0.26666666666666666, 86.0, 39.0, 0.45348837209302323, 12.0, 11.0, 0.9166666666666666, 14400.0, 'San Antonio_Spurs', 93.0, 11.0, 1309.090909090909
0179, 13, F, 11.0, 5.0, 0.45454545454545453, 69.0, 35.0, 0.5072463768115942, 9.0, 7.0, 0.7777777777777778, 14400.0, 'Indiana_Pacers', 82.0, 11.0, 1309.090909090909
0190, 13, F, 16.0, 4.0, 0.25, 72.0, 33.0, 0.4583333333333333, 31.0, 24.0, 0.7741935483870968, 14400.0, 'Atlanta_Hawks', 94.0, 10.0, 1440.0
0202, 13, F, 20.0, 9.0, 0.45, 80.0, 35.0, 0.4375, 21.0, 17.0, 0.8095238095238095, 14400.0, 'Charlotte_Hornets', 96.0, 10.0, 1440.0
0217, 13, F, 20.0, 7.0, 0.35, 89.0, 38.0, 0.42696629213483145, 13.0, 10.0, 0.7692307692307693, 14400.0, 'Memphis_Grizzlies', 93.0, 10.0, 1440.0
0232, 13, F, 23.0, 11.0, 0.4782608695652174, 76.0, 38.0, 0.5, 26.0, 16.0, 0.6153846153846154, 14401.0, 'Cleveland_Cavaliers', 103.0, 11.0, 1309.1818181818182
0247, 13, F, 19.0, 4.0, 0.21052631578947367, 84.0, 35.0, 0.4166666666666667, 15.0, 11.0, 0.7333333333333333, 14401.0, 'Milwaukee_Bucks', 85.0, 11.0, 1309.1818181818182
0262, 13, F, 24.0, 11.0, 0.4583333333333333, 77.0, 38.0, 0.4935064935064935, 27.0, 21.0, 0.7777777777777778, 14400.0, 'Milwaukee_Bucks', 108.0, 10.0, 1440.0
0283, 13, F, 20.0, 6.0, 0.3, 83.0, 43.0, 0.5180722891566265, 18.0, 14.0, 0.7777777777777778, 14400.0, 'Denver_Nuggets', 106.0, 10.0, 1440.0
0299, 13, F, 25.0, 14.0, 0.56, 72.0, 39.0, 0.5416666666666666, 27.0, 22.0, 0.8148148148148148, 14401.0, 'New York_Knicks', 114.0, 11.0, 1309.1818181818182
0314, 13, F, 22.0, 11.0, 0.5, 80.0, 35.0, 0.4375, 21.0, 15.0, 0.7142857142857143, 14400.0, 'Brooklyn_Nets', 96.0, 10.0, 1440.0
0319, 13, F, 17.0, 6.0, 0.35294117647058826, 80.0, 33.0, 0.4125, 19.0, 16.0, 0.8421052631578947, 14400.0, 'Los Angeles_Clippers', 88.0, 10.0, 1440.0
0333, 13, F, 21.0, 7.0, 0.3333333333333333, 68.0, 33.0, 0.4852941176470588, 25.0, 17.0, 0.68, 14403.0, 'New York_Knicks', 90.0, 10.0, 1440.3
0358, 13, F, 21.0, 7.0, 0.3333333333333333, 86.0, 38.0, 0.4418604651162791, 23.0, 18.0, 0.782608695652174, 14400.0, 'Minnesota_Timberwolves', 101.0, 11.0, 1309.090909090909
