@relation Toronto_Raptors
@attribute game_id NUMERIC
@attribute season_year NUMERIC
@attribute finals_match {'T','F'}
@attribute fg3_attempted_total NUMERIC
@attribute fg3_made_total NUMERIC
@attribute fg3_percent_average NUMERIC
@attribute fg_attempted_total NUMERIC
@attribute fg_made_total NUMERIC
@attribute fg_percent_average NUMERIC
@attribute ft_attempted_total NUMERIC
@attribute ft_made_total NUMERIC
@attribute ft_percent_average NUMERIC
@attribute total_minutes NUMERIC
@attribute opponent_id {Miami_Heat,Philadelphia_76ers,Charlotte_Hornets,Detroit_Pistons,Denver_Nuggets,Washington_Wizards,Chicago_Bulls,Orlando_Magic,Houston_Rockets,Atlanta_Hawks,New_York_Knicks,Golden_State_Warriors,Oklahoma_City_Thunder,Phoenix_Suns,Los_Angeles_Lakers,Indiana_Pacers,Dallas_Mavericks,Toronto_Raptors,Cleveland_Cavaliers,San_Antonio_Spurs,Portland_Trail_Blazers,Minnesota_Timberwolves,Brooklyn_Nets,Los_Angeles_Clippers,Boston_Celtics,Milwaukee_Bucks,New_Orleans_Pelicans,Utah_Jazz,Sacramento_Kings,Memphis_Grizzlies}
@attribute total_points_scored NUMERIC
@attribute total_players_accounted NUMERIC
@attribute average_time_played NUMERIC
@data
0006, 13, F, 17.0, 5.0, 0.29411764705882354, 86.0, 38.0, 0.4418604651162791, 23.0, 12.0, 0.5217391304347826, 14400.0, 'Boston_Celtics', 93.0, 10.0, 1440.0
0023, 13, F, 23.0, 7.0, 0.30434782608695654, 88.0, 40.0, 0.45454545454545453, 14.0, 8.0, 0.5714285714285714, 14400.0, 'Atlanta_Hawks', 95.0, 12.0, 1200.0
0037, 13, F, 23.0, 7.0, 0.30434782608695654, 78.0, 31.0, 0.3974358974358974, 38.0, 28.0, 0.7368421052631579, 14400.0, 'Milwaukee_Bucks', 97.0, 10.0, 1440.0
0051, 13, F, 21.0, 6.0, 0.2857142857142857, 72.0, 31.0, 0.4305555555555556, 33.0, 27.0, 0.8181818181818182, 14400.0, 'Miami_Heat', 95.0, 9.0, 1600.0
0060, 13, F, 16.0, 7.0, 0.4375, 79.0, 35.0, 0.4430379746835443, 15.0, 13.0, 0.8666666666666667, 14400.0, 'Charlotte_Hornets', 90.0, 11.0, 1309.090909090909
0074, 13, F, 18.0, 6.0, 0.3333333333333333, 81.0, 32.0, 0.3950617283950617, 16.0, 14.0, 0.875, 14402.0, 'Indiana_Pacers', 84.0, 13.0, 1107.8461538461538
0085, 13, F, 25.0, 10.0, 0.4, 83.0, 40.0, 0.4819277108433735, 29.0, 25.0, 0.8620689655172413, 14400.0, 'Utah_Jazz', 115.0, 13.0, 1107.6923076923076
0103, 13, F, 25.0, 8.0, 0.32, 114.0, 38.0, 0.3333333333333333, 27.0, 20.0, 0.7407407407407407, 17400.0, 'Houston_Rockets', 104.0, 11.0, 1581.8181818181818
0114, 13, F, 15.0, 8.0, 0.5333333333333333, 67.0, 31.0, 0.4626865671641791, 39.0, 33.0, 0.8461538461538461, 14400.0, 'Memphis_Grizzlies', 103.0, 13.0, 1107.6923076923076
0126, 13, F, 21.0, 5.0, 0.23809523809523808, 82.0, 29.0, 0.35365853658536583, 22.0, 17.0, 0.7727272727272727, 14400.0, 'Chicago_Bulls', 80.0, 12.0, 1200.0
0147, 13, F, 17.0, 3.0, 0.17647058823529413, 94.0, 42.0, 0.44680851063829785, 31.0, 23.0, 0.7419354838709677, 15900.0, 'Portland_Trail Blazers', 110.0, 11.0, 1445.4545454545455
0165, 13, F, 29.0, 14.0, 0.4827586206896552, 86.0, 36.0, 0.4186046511627907, 28.0, 22.0, 0.7857142857142857, 14400.0, 'Philadelphia_76ers', 108.0, 11.0, 1309.090909090909
0178, 13, F, 18.0, 5.0, 0.2777777777777778, 78.0, 37.0, 0.47435897435897434, 23.0, 17.0, 0.7391304347826086, 14400.0, 'Washington_Wizards', 96.0, 10.0, 1440.0
0211, 13, F, 26.0, 11.0, 0.4230769230769231, 78.0, 34.0, 0.4358974358974359, 22.0, 21.0, 0.9545454545454546, 14400.0, 'Brooklyn_Nets', 100.0, 11.0, 1309.090909090909
0230, 13, F, 30.0, 8.0, 0.26666666666666666, 73.0, 28.0, 0.3835616438356164, 32.0, 19.0, 0.59375, 14399.0, 'Miami_Heat', 83.0, 11.0, 1309.0
0248, 13, F, 22.0, 8.0, 0.36363636363636365, 87.0, 35.0, 0.40229885057471265, 26.0, 20.0, 0.7692307692307693, 14400.0, 'Denver_Nuggets', 98.0, 9.0, 1600.0
0268, 13, F, 20.0, 8.0, 0.4, 77.0, 40.0, 0.5194805194805194, 18.0, 15.0, 0.8333333333333334, 14400.0, 'Golden State_Warriors', 103.0, 10.0, 1440.0
0287, 13, F, 19.0, 5.0, 0.2631578947368421, 87.0, 35.0, 0.40229885057471265, 25.0, 22.0, 0.88, 14400.0, 'Phoenix_Suns', 97.0, 11.0, 1309.090909090909
0303, 13, F, 26.0, 4.0, 0.15384615384615385, 82.0, 40.0, 0.4878048780487805, 25.0, 22.0, 0.88, 14400.0, 'Los Angeles_Lakers', 106.0, 8.0, 1800.0
0312, 13, F, 23.0, 10.0, 0.43478260869565216, 83.0, 38.0, 0.4578313253012048, 19.0, 17.0, 0.8947368421052632, 14400.0, 'San Antonio_Spurs', 103.0, 10.0, 1440.0
0331, 13, F, 25.0, 10.0, 0.4, 82.0, 39.0, 0.47560975609756095, 24.0, 20.0, 0.8333333333333334, 14400.0, 'Philadelphia_76ers', 108.0, 9.0, 1600.0
0346, 13, F, 15.0, 5.0, 0.3333333333333333, 83.0, 40.0, 0.4819277108433735, 18.0, 14.0, 0.7777777777777778, 14400.0, 'Chicago_Bulls', 99.0, 13.0, 1107.6923076923076
0371, 13, F, 26.0, 6.0, 0.23076923076923078, 96.0, 41.0, 0.4270833333333333, 20.0, 14.0, 0.7, 15900.0, 'Charlotte_Hornets', 102.0, 9.0, 1766.6666666666667
0389, 13, F, 21.0, 11.0, 0.5238095238095238, 91.0, 42.0, 0.46153846153846156, 18.0, 14.0, 0.7777777777777778, 15901.0, 'Dallas_Mavericks', 109.0, 10.0, 1590.1
0405, 13, F, 20.0, 8.0, 0.4, 91.0, 36.0, 0.3956043956043956, 29.0, 24.0, 0.8275862068965517, 14401.0, 'Oklahoma City_Thunder', 104.0, 10.0, 1440.1
0414, 13, F, 21.0, 7.0, 0.3333333333333333, 81.0, 37.0, 0.4567901234567901, 25.0, 18.0, 0.72, 14400.0, 'San Antonio_Spurs', 99.0, 11.0, 1309.090909090909
0430, 13, F, 28.0, 10.0, 0.35714285714285715, 73.0, 31.0, 0.4246575342465753, 33.0, 23.0, 0.696969696969697, 14400.0, 'New York_Knicks', 95.0, 9.0, 1600.0
0438, 13, F, 32.0, 15.0, 0.46875, 80.0, 36.0, 0.45, 34.0, 28.0, 0.8235294117647058, 14400.0, 'New York_Knicks', 115.0, 9.0, 1600.0
0463, 13, F, 14.0, 4.0, 0.2857142857142857, 69.0, 29.0, 0.42028985507246375, 31.0, 23.0, 0.7419354838709677, 14400.0, 'Chicago_Bulls', 85.0, 9.0, 1600.0
0469, 13, F, 19.0, 7.0, 0.3684210526315789, 78.0, 34.0, 0.4358974358974359, 23.0, 20.0, 0.8695652173913043, 14400.0, 'Indiana_Pacers', 95.0, 9.0, 1600.0
0482, 13, F, 22.0, 11.0, 0.5, 79.0, 40.0, 0.5063291139240507, 13.0, 10.0, 0.7692307692307693, 14400.0, 'Washington_Wizards', 101.0, 9.0, 1600.0
0500, 13, F, 22.0, 7.0, 0.3181818181818182, 77.0, 39.0, 0.5064935064935064, 21.0, 12.0, 0.5714285714285714, 14401.0, 'Miami_Heat', 97.0, 9.0, 1600.111111111111
0510, 13, F, 19.0, 5.0, 0.2631578947368421, 81.0, 30.0, 0.37037037037037035, 18.0, 14.0, 0.7777777777777778, 14400.0, 'Indiana_Pacers', 79.0, 9.0, 1600.0
0521, 13, F, 31.0, 11.0, 0.3548387096774194, 86.0, 35.0, 0.4069767441860465, 34.0, 31.0, 0.9117647058823529, 14400.0, 'Detroit_Pistons', 112.0, 12.0, 1200.0
