@relation 1610612752
@attribute game_id NUMERIC
@attribute fg3_attempted_total NUMERIC
@attribute fg3_made_total NUMERIC
@attribute fg3_percent_average NUMERIC
@attribute fg_attempted_total NUMERIC
@attribute fg_made_total NUMERIC
@attribute fg_percent_average NUMERIC
@attribute ft_attempted_total NUMERIC
@attribute ft_made_total NUMERIC
@attribute ft_percent_average NUMERIC
@attribute total_minutes NUMERIC
@attribute opponent_id {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute total_players_accounted NUMERIC
@attribute total_players_accounted NUMERIC
21300008, 13.0, 3.0, 0.23076923076923078, 71.0, 36.0, 0.5070422535211268, 17.0, 15.0, 0.8823529411764706, 14400.0, '1610612749', 90.0, 10.0, 1440.0
21300018, 24.0, 9.0, 0.375, 86.0, 31.0, 0.36046511627906974, 14.0, 10.0, 0.7142857142857143, 14400.0, '1610612741', 81.0, 10.0, 1440.0
21300045, 32.0, 9.0, 0.28125, 89.0, 40.0, 0.449438202247191, 13.0, 11.0, 0.8461538461538461, 14400.0, '1610612750', 100.0, 9.0, 1600.0
21300054, 28.0, 8.0, 0.2857142857142857, 82.0, 35.0, 0.4268292682926829, 23.0, 19.0, 0.8260869565217391, 14400.0, '1610612766', 97.0, 11.0, 1309.090909090909
21300073, 26.0, 12.0, 0.46153846153846156, 90.0, 42.0, 0.4666666666666667, 9.0, 5.0, 0.5555555555555556, 14400.0, '1610612766', 101.0, 12.0, 1200.0
21300094, 22.0, 6.0, 0.2727272727272727, 82.0, 31.0, 0.3780487804878049, 29.0, 21.0, 0.7241379310344828, 14400.0, '1610612759', 89.0, 12.0, 1200.0
21300116, 34.0, 12.0, 0.35294117647058826, 88.0, 37.0, 0.42045454545454547, 13.0, 9.0, 0.6923076923076923, 14400.0, '1610612737', 95.0, 10.0, 1440.0
21300123, 20.0, 8.0, 0.4, 87.0, 38.0, 0.4367816091954023, 27.0, 22.0, 0.8148148148148148, 14400.0, '1610612745', 106.0, 10.0, 1440.0
21300139, 30.0, 10.0, 0.3333333333333333, 90.0, 34.0, 0.37777777777777777, 16.0, 12.0, 0.75, 14401.0, '1610612737', 90.0, 11.0, 1309.1818181818182
21300157, 24.0, 6.0, 0.25, 76.0, 33.0, 0.4342105263157895, 18.0, 14.0, 0.7777777777777778, 14400.0, '1610612765', 86.0, 9.0, 1600.0
