@relation Houston_Rockets
@attribute game_id NUMERIC
@attribute season_year NUMERIC
@attribute finals_match {'T','F'}
@attribute fg3_attempted_total NUMERIC
@attribute fg3_made_total NUMERIC
@attribute fg3_percent_average NUMERIC
@attribute fg_attempted_total NUMERIC
@attribute fg_made_total NUMERIC
@attribute fg_percent_average NUMERIC
@attribute ft_attempted_total NUMERIC
@attribute ft_made_total NUMERIC
@attribute ft_percent_average NUMERIC
@attribute total_minutes NUMERIC
@attribute opponent_id {Boston_Celtics,Phoenix_Suns,New_York_Knicks,Charlotte_Hornets,Utah_Jazz,Dallas_Mavericks,Toronto_Raptors,Portland_Trail_Blazers,Detroit_Pistons,Chicago_Bulls,Denver_Nuggets,Orlando_Magic,Cleveland_Cavaliers,Philadelphia_76ers,Oklahoma_City_Thunder,Brooklyn_Nets,Minnesota_Timberwolves,Los_Angeles_Clippers,Sacramento_Kings,Golden_State_Warriors,Los_Angeles_Lakers,San_Antonio_Spurs,New_Orleans_Pelicans,Milwaukee_Bucks,Memphis_Grizzlies,Houston_Rockets,Washington_Wizards,Atlanta_Hawks,Miami_Heat,Indiana_Pacers}
@attribute total_points_scored NUMERIC
@attribute total_players_accounted NUMERIC
@attribute average_time_played NUMERIC
@data
0009, 13, F, 25.0, 9.0, 0.36, 76.0, 36.0, 0.47368421052631576, 24.0, 15.0, 0.625, 14400.0, 'Charlotte_Hornets', 96.0, 9.0, 1600.0
0025, 13, F, 29.0, 11.0, 0.3793103448275862, 73.0, 34.0, 0.4657534246575342, 51.0, 34.0, 0.6666666666666666, 14400.0, 'Dallas_Mavericks', 113.0, 12.0, 1200.0
0038, 13, F, 22.0, 9.0, 0.4090909090909091, 67.0, 34.0, 0.5074626865671642, 35.0, 27.0, 0.7714285714285715, 14400.0, 'Utah_Jazz', 104.0, 8.0, 1800.0
0050, 13, F, 25.0, 7.0, 0.28, 82.0, 41.0, 0.5, 43.0, 29.0, 0.6744186046511628, 14400.0, 'Los_Angeles_Clippers', 118.0, 12.0, 1200.0
0058, 13, F, 22.0, 6.0, 0.2727272727272727, 75.0, 41.0, 0.5466666666666666, 34.0, 28.0, 0.8235294117647058, 14400.0, 'Portland_Trail_Blazers', 116.0, 11.0, 1309.090909090909
0072, 13, F, 27.0, 7.0, 0.25925925925925924, 77.0, 29.0, 0.37662337662337664, 52.0, 33.0, 0.6346153846153846, 14400.0, 'Los_Angeles_Lakers', 98.0, 8.0, 1800.0
0090, 13, F, 26.0, 7.0, 0.2692307692307692, 78.0, 35.0, 0.44871794871794873, 27.0, 17.0, 0.6296296296296297, 14400.0, 'Los_Angeles_Clippers', 94.0, 8.0, 1800.0
0103, 13, F, 26.0, 7.0, 0.2692307692307692, 84.0, 37.0, 0.44047619047619047, 47.0, 29.0, 0.6170212765957447, 17400.0, 'Toronto_Raptors', 110.0, 9.0, 1933.3333333333333
0112, 13, F, 41.0, 15.0, 0.36585365853658536, 96.0, 43.0, 0.4479166666666667, 25.0, 16.0, 0.64, 15900.0, 'Philadelphia_76ers', 117.0, 9.0, 1766.6666666666667
0123, 13, F, 28.0, 9.0, 0.32142857142857145, 68.0, 31.0, 0.45588235294117646, 44.0, 38.0, 0.8636363636363636, 14400.0, 'New_York_Knicks', 109.0, 11.0, 1309.090909090909
