@relation Portland_Trail Blazers
@attribute game_id NUMERIC
@attribute season_year NUMERIC
@attribute finals_match {'T','F'}
@attribute fg3_attempted_total NUMERIC
@attribute fg3_made_total NUMERIC
@attribute fg3_percent_average NUMERIC
@attribute fg_attempted_total NUMERIC
@attribute fg_made_total NUMERIC
@attribute fg_percent_average NUMERIC
@attribute ft_attempted_total NUMERIC
@attribute ft_made_total NUMERIC
@attribute ft_percent_average NUMERIC
@attribute total_minutes NUMERIC
@attribute opponent_id {Boston_Celtics,Phoenix_Suns,New_York_Knicks,Charlotte_Hornets,Utah_Jazz,Dallas_Mavericks,Toronto_Raptors,Portland_Trail_Blazers,Detroit_Pistons,Chicago_Bulls,Denver_Nuggets,Orlando_Magic,Cleveland_Cavaliers,Philadelphia_76ers,Oklahoma_City_Thunder,Brooklyn_Nets,Minnesota_Timberwolves,Los_Angeles_Clippers,Sacramento_Kings,Golden_State_Warriors,Los_Angeles_Lakers,San_Antonio_Spurs,New_Orleans_Pelicans,Milwaukee_Bucks,Memphis_Grizzlies,Houston_Rockets,Washington_Wizards,Atlanta_Hawks,Miami_Heat,Indiana_Pacers}
@attribute total_points_scored NUMERIC
@attribute total_players_accounted NUMERIC
@attribute average_time_played NUMERIC
@data
0015, 13, F, 26.0, 8.0, 0.3076923076923077, 81.0, 33.0, 0.4074074074074074, 24.0, 17.0, 0.7083333333333334, 14400.0, 'Phoenix_Suns', 91.0, 9.0, 1600.0
0029, 13, F, 22.0, 14.0, 0.6363636363636364, 103.0, 44.0, 0.42718446601941745, 15.0, 11.0, 0.7333333333333333, 14400.0, 'Denver_Nuggets', 113.0, 13.0, 1107.6923076923076
0039, 13, F, 20.0, 8.0, 0.4, 81.0, 45.0, 0.5555555555555556, 19.0, 17.0, 0.8947368421052632, 14400.0, 'San_Antonio_Spurs', 115.0, 9.0, 1600.0
0058, 13, F, 31.0, 10.0, 0.3225806451612903, 87.0, 36.0, 0.41379310344827586, 29.0, 19.0, 0.6551724137931034, 14400.0, 'Houston_Rockets', 101.0, 12.0, 1200.0
0084, 13, F, 23.0, 10.0, 0.43478260869565216, 80.0, 39.0, 0.4875, 18.0, 16.0, 0.8888888888888888, 14400.0, 'Sacramento_Kings', 104.0, 9.0, 1600.0
0093, 13, F, 20.0, 9.0, 0.45, 82.0, 36.0, 0.43902439024390244, 22.0, 15.0, 0.6818181818181818, 14400.0, 'Sacramento_Kings', 96.0, 9.0, 1600.0
0105, 13, F, 23.0, 11.0, 0.4782608695652174, 82.0, 42.0, 0.5121951219512195, 15.0, 14.0, 0.9333333333333333, 14400.0, 'Detroit_Pistons', 109.0, 9.0, 1600.0
0120, 13, F, 15.0, 6.0, 0.4, 84.0, 35.0, 0.4166666666666667, 23.0, 14.0, 0.6086956521739131, 14400.0, 'Phoenix_Suns', 90.0, 9.0, 1600.0
0128, 13, F, 26.0, 9.0, 0.34615384615384615, 82.0, 40.0, 0.4878048780487805, 22.0, 20.0, 0.9090909090909091, 14399.0, 'Boston_Celtics', 109.0, 12.0, 1199.9166666666667
0147, 13, F, 32.0, 15.0, 0.46875, 99.0, 44.0, 0.4444444444444444, 20.0, 15.0, 0.75, 15900.0, 'Toronto_Raptors', 118.0, 9.0, 1766.6666666666667
0150, 13, F, 18.0, 8.0, 0.4444444444444444, 76.0, 41.0, 0.5394736842105263, 21.0, 18.0, 0.8571428571428571, 14401.0, 'Brooklyn_Nets', 108.0, 9.0, 1600.111111111111
0167, 13, F, 31.0, 11.0, 0.3548387096774194, 86.0, 35.0, 0.4069767441860465, 15.0, 10.0, 0.6666666666666666, 14400.0, 'Milwaukee_Bucks', 91.0, 9.0, 1600.0
0185, 13, F, 26.0, 12.0, 0.46153846153846156, 88.0, 36.0, 0.4090909090909091, 15.0, 14.0, 0.9333333333333333, 14400.0, 'Chicago_Bulls', 98.0, 9.0, 1600.0
0196, 13, F, 21.0, 10.0, 0.47619047619047616, 86.0, 37.0, 0.43023255813953487, 35.0, 29.0, 0.8285714285714286, 14400.0, 'Golden_State_Warriors', 113.0, 12.0, 1200.0
0210, 13, F, 25.0, 9.0, 0.36, 84.0, 37.0, 0.44047619047619047, 22.0, 19.0, 0.8636363636363636, 14401.0, 'New_York_Knicks', 102.0, 10.0, 1440.1
0226, 13, F, 19.0, 7.0, 0.3684210526315789, 86.0, 39.0, 0.45348837209302323, 24.0, 21.0, 0.875, 14400.0, 'Phoenix_Suns', 106.0, 13.0, 1107.6923076923076
0255, 13, F, 23.0, 9.0, 0.391304347826087, 87.0, 38.0, 0.4367816091954023, 34.0, 29.0, 0.8529411764705882, 14401.0, 'Los_Angeles_Lakers', 114.0, 9.0, 1600.111111111111
0260, 13, F, 13.0, 5.0, 0.38461538461538464, 76.0, 36.0, 0.47368421052631576, 33.0, 29.0, 0.8787878787878788, 14401.0, 'Indiana_Pacers', 106.0, 10.0, 1440.1
0276, 13, F, 23.0, 8.0, 0.34782608695652173, 98.0, 44.0, 0.4489795918367347, 17.0, 15.0, 0.8823529411764706, 14401.0, 'Oklahoma_City_Thunder', 111.0, 9.0, 1600.111111111111
0288, 13, F, 23.0, 17.0, 0.7391304347826086, 83.0, 46.0, 0.5542168674698795, 24.0, 21.0, 0.875, 14400.0, 'Utah_Jazz', 130.0, 13.0, 1107.6923076923076
0298, 13, F, 30.0, 9.0, 0.3, 87.0, 39.0, 0.4482758620689655, 24.0, 19.0, 0.7916666666666666, 14400.0, 'Dallas_Mavericks', 106.0, 9.0, 1600.0
0308, 13, F, 19.0, 6.0, 0.3157894736842105, 85.0, 40.0, 0.47058823529411764, 20.0, 19.0, 0.95, 14400.0, 'Utah_Jazz', 105.0, 9.0, 1600.0
0328, 13, F, 27.0, 8.0, 0.2962962962962963, 89.0, 39.0, 0.43820224719101125, 30.0, 25.0, 0.8333333333333334, 14400.0, 'Houston_Rockets', 111.0, 9.0, 1600.0
0347, 13, F, 37.0, 21.0, 0.5675675675675675, 93.0, 52.0, 0.5591397849462365, 20.0, 14.0, 0.7, 14401.0, 'Philadelphia_76ers', 139.0, 13.0, 1107.7692307692307
0352, 13, F, 26.0, 7.0, 0.2692307692307692, 99.0, 41.0, 0.41414141414141414, 26.0, 22.0, 0.8461538461538461, 15900.0, 'Detroit_Pistons', 111.0, 9.0, 1766.6666666666667
0365, 13, F, 33.0, 15.0, 0.45454545454545453, 92.0, 41.0, 0.44565217391304346, 25.0, 22.0, 0.88, 14400.0, 'Cleveland_Cavaliers', 119.0, 9.0, 1600.0
0376, 13, F, 40.0, 14.0, 0.35, 94.0, 40.0, 0.425531914893617, 19.0, 15.0, 0.7894736842105263, 14400.0, 'Minnesota_Timberwolves', 109.0, 10.0, 1440.0
0401, 13, F, 29.0, 8.0, 0.27586206896551724, 98.0, 43.0, 0.4387755102040816, 18.0, 16.0, 0.8888888888888888, 14399.0, 'New_Orleans_Pelicans', 110.0, 9.0, 1599.888888888889
0426, 13, F, 36.0, 13.0, 0.3611111111111111, 96.0, 42.0, 0.4375, 22.0, 19.0, 0.8636363636363636, 15901.0, 'Los_Angeles_Clippers', 116.0, 9.0, 1766.7777777777778
0446, 13, F, 26.0, 11.0, 0.4230769230769231, 77.0, 39.0, 0.5064935064935064, 21.0, 18.0, 0.8571428571428571, 14400.0, 'Miami_Heat', 107.0, 9.0, 1600.0
0456, 13, F, 32.0, 12.0, 0.375, 88.0, 39.0, 0.4431818181818182, 24.0, 18.0, 0.75, 14400.0, 'New_Orleans_Pelicans', 108.0, 9.0, 1600.0
0466, 13, F, 33.0, 8.0, 0.24242424242424243, 91.0, 36.0, 0.3956043956043956, 21.0, 18.0, 0.8571428571428571, 14400.0, 'Oklahoma_City_Thunder', 98.0, 10.0, 1440.0
0480, 13, F, 33.0, 21.0, 0.6363636363636364, 93.0, 54.0, 0.5806451612903226, 7.0, 5.0, 0.7142857142857143, 14400.0, 'Charlotte_Hornets', 134.0, 13.0, 1107.6923076923076
