@relation 1610612743
@attribute game_id NUMERIC
@attribute fg3_attempted_total NUMERIC
@attribute fg3_made_total NUMERIC
@attribute fg3_percent_average NUMERIC
@attribute fg_attempted_total NUMERIC
@attribute fg_made_total NUMERIC
@attribute fg_percent_average NUMERIC
@attribute ft_attempted_total NUMERIC
@attribute ft_made_total NUMERIC
@attribute ft_percent_average NUMERIC
@attribute total_minutes NUMERIC
@attribute opponent_id {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute total_players_accounted NUMERIC
@attribute total_players_accounted NUMERIC
21300016, 15.0, 5.0, 0.3333333333333333, 79.0, 34.0, 0.43037974683544306, 17.0, 15.0, 0.8823529411764706, 14400.0, '1610612758', 88.0, 11.0, 1309.090909090909
21300029, 18.0, 6.0, 0.3333333333333333, 99.0, 36.0, 0.36363636363636365, 34.0, 20.0, 0.5882352941176471, 14400.0, '1610612757', 98.0, 11.0, 1309.090909090909
21300057, 19.0, 9.0, 0.47368421052631576, 83.0, 35.0, 0.42168674698795183, 20.0, 15.0, 0.75, 14400.0, '1610612759', 94.0, 11.0, 1309.090909090909
21300071, 25.0, 14.0, 0.56, 86.0, 42.0, 0.4883720930232558, 17.0, 11.0, 0.6470588235294118, 14399.0, '1610612737', 109.0, 11.0, 1309.0
21300083, 22.0, 8.0, 0.36363636363636365, 80.0, 36.0, 0.45, 28.0, 23.0, 0.8214285714285714, 14400.0, '1610612756', 103.0, 12.0, 1200.0
21300104, 17.0, 5.0, 0.29411764705882354, 80.0, 36.0, 0.45, 27.0, 23.0, 0.8518518518518519, 14399.0, '1610612762', 100.0, 11.0, 1309.0
21300118, 21.0, 6.0, 0.2857142857142857, 100.0, 40.0, 0.4, 37.0, 25.0, 0.6756756756756757, 14402.0, '1610612747', 111.0, 11.0, 1309.2727272727273
21300131, 20.0, 7.0, 0.35, 97.0, 47.0, 0.4845360824742268, 21.0, 16.0, 0.7619047619047619, 14401.0, '1610612750', 117.0, 11.0, 1309.1818181818182
21300141, 23.0, 7.0, 0.30434782608695654, 98.0, 44.0, 0.4489795918367347, 18.0, 13.0, 0.7222222222222222, 14334.0, '1610612745', 108.0, 11.0, 1303.090909090909
21300152, 23.0, 8.0, 0.34782608695652173, 83.0, 40.0, 0.4819277108433735, 43.0, 25.0, 0.5813953488372093, 14400.0, '1610612760', 113.0, 11.0, 1309.090909090909
21300175, 21.0, 9.0, 0.42857142857142855, 84.0, 38.0, 0.4523809523809524, 22.0, 12.0, 0.5454545454545454, 14400.0, '1610612741', 97.0, 11.0, 1309.090909090909
21300195, 32.0, 11.0, 0.34375, 79.0, 35.0, 0.4430379746835443, 30.0, 21.0, 0.7, 14400.0, '1610612742', 102.0, 11.0, 1309.090909090909
21300207, 20.0, 8.0, 0.4, 74.0, 41.0, 0.5540540540540541, 28.0, 20.0, 0.7142857142857143, 14350.0, '1610612742', 110.0, 12.0, 1195.8333333333333
21300223, 16.0, 8.0, 0.5, 88.0, 45.0, 0.5113636363636364, 25.0, 19.0, 0.76, 14400.0, '1610612750', 117.0, 11.0, 1309.090909090909
