@relation Reggie_Evans
@attribute box_minutes Continuous
@attribute 'opponent_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute 'team_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute box_pts Continuous
@data
949,1610612739,1610612751,4
359,1610612748,1610612751,1
532,1610612753,1610612751,0
826,1610612762,1610612751,5
849,1610612764,1610612751,2
746,1610612758,1610612751,4
222,1610612756,1610612751,0
1305,1610612746,1610612751,2
1644,1610612757,1610612751,5
1010,1610612766,1610612751,0
922,1610612750,1610612751,0
935,1610612765,1610612751,1
220,1610612747,1610612751,0
1121,1610612745,1610612751,4
877,1610612743,1610612751,3
632,1610612749,1610612751,4
640,1610612765,1610612751,3
363,1610612764,1610612751,0
1215,1610612741,1610612751,5
1224,1610612749,1610612751,5
768,1610612754,1610612751,4
684,1610612760,1610612751,1
1648,1610612739,1610612751,8
700,1610612737,1610612751,2
439,1610612748,1610612751,2
556,1610612761,1610612751,0
160,1610612760,1610612751,0
263,1610612754,1610612751,0
931,1610612755,1610612751,5
1218,1610612765,1610612751,11
480,1610612743,1610612758,0
1441,1610612745,1610612758,8
1136,1610612747,1610612758,8
812,1610612750,1610612758,4
1829,1610612740,1610612758,10
1627,1610612749,1610612758,13
1543,1610612761,1610612758,8
1019,1610612751,1610612758,3
1339,1610612765,1610612758,6
185,1610612755,1610612758,2
1457,1610612741,1610612758,5
1115,1610612750,1610612758,8
1496,1610612764,1610612758,7
1251,1610612759,1610612758,2
1634,1610612749,1610612758,6
962,1610612752,1610612758,2
1105,1610612760,1610612758,4
1747,1610612742,1610612758,6
1388,1610612740,1610612758,3
1026,1610612747,1610612758,3
863,1610612744,1610612758,5
1087,1610612742,1610612758,2
1371,1610612757,1610612758,4
2062,1610612746,1610612758,14
414,1610612744,1610612758,0
1410,1610612757,1610612758,4
381,1610612746,1610612758,1
1351,1610612743,1610612758,2
1124,1610612743,1610612758,6
672,1610612756,1610612758,5
831,1610612760,1610612758,5
811,1610612742,1610612758,1
750,1610612763,1610612758,2
2098,1610612763,1610612758,17
1936,1610612761,1610612758,10
1517,1610612754,1610612758,0
630,1610612753,1610612758,3
2055,1610612762,1610612758,6
1829,1610612747,1610612758,8
1067,1610612745,1610612758,5
907,1610612765,1610612758,0
1130,1610612760,1610612758,4
422,1610612747,1610612758,2
1895,1610612756,1610612758,11
969,1610612752,1610612758,4
477,1610612751,1610612758,0
684,1610612738,1610612758,1
1468,1610612748,1610612758,4
1137,1610612746,1610612758,8
838,1610612757,1610612758,3
170,1610612751,1610612758,0
1350,1610612762,1610612758,7
799,1610612756,1610612758,4
899,1610612741,1610612758,3
1260,1610612759,1610612758,3
881,1610612757,1610612758,3
315,1610612753,1610612758,0
416,1610612748,1610612758,2
1058,1610612764,1610612758,6
1603,1610612763,1610612758,2
494,1610612737,1610612758,1
1238,1610612766,1610612758,4
886,1610612764,1610612758,0
252,1610612755,1610612758,2
400,1610612756,1610612758,0
278,1610612740,1610612758,0
1090,1610612763,1610612758,7
879,1610612762,1610612758,8
367,1610612760,1610612758,0
