@relation Aron_Baynes
@attribute box_minutes Continuous
@attribute 'opponent_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute 'team_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute box_pts Continuous
@data
119,1610612763,1610612759,0
726,1610612747,1610612759,0
445,1610612757,1610612759,2
953,1610612744,1610612759,5
419,1610612752,1610612759,0
198,1610612755,1610612759,0
309,1610612764,1610612759,0
22,1610612762,1610612759,0
1274,1610612739,1610612759,6
388,1610612753,1610612759,2
366,1610612754,1610612759,2
1250,1610612761,1610612759,14
1006,1610612762,1610612759,9
533,1610612744,1610612759,2
113,1610612760,1610612759,0
39,1610612761,1610612759,0
147,1610612745,1610612759,2
636,1610612758,1610612759,4
504,1610612751,1610612759,6
297,1610612746,1610612759,6
440,1610612742,1610612759,2
339,1610612750,1610612759,2
524,1610612740,1610612759,2
285,1610612762,1610612759,0
919,1610612749,1610612759,9
1139,1610612737,1610612759,6
910,1610612748,1610612759,6
558,1610612745,1610612759,0
527,1610612741,1610612759,4
703,1610612751,1610612759,2
1223,1610612765,1610612759,4
351,1610612746,1610612759,1
1006,1610612756,1610612759,4
96,1610612765,1610612759,0
314,1610612766,1610612759,2
340,1610612742,1610612759,4
386,1610612739,1610612759,2
104,1610612748,1610612759,0
280,1610612753,1610612759,2
834,1610612741,1610612759,6
800,1610612757,1610612759,2
1072,1610612747,1610612759,12
858,1610612762,1610612759,3
384,1610612747,1610612759,0
624,1610612758,1610612759,2
506,1610612744,1610612759,2
301,1610612755,1610612759,0
467,1610612743,1610612759,4
488,1610612743,1610612759,6
533,1610612740,1610612759,4
234,1610612756,1610612759,0
1290,1610612745,1610612759,6
870,1610612747,1610612759,2
1069,1610612742,1610612759,4
731,1610612756,1610612759,6
33,1610612737,1610612759,0
1865,1610612745,1610612759,12
933,1610612740,1610612759,4
742,1610612746,1610612759,7
757,1610612744,1610612759,4
1219,1610612747,1610612759,4
1062,1610612758,1610612759,2
1156,1610612755,1610612759,12
801,1610612739,1610612759,6
1246,1610612750,1610612759,12
1238,1610612751,1610612759,10
896,1610612754,1610612759,9
864,1610612758,1610612759,10
1137,1610612738,1610612759,13
1765,1610612755,1610612759,15
1008,1610612751,1610612759,4
692,1610612763,1610612759,4
1204,1610612750,1610612759,5
743,1610612762,1610612759,2
1296,1610612752,1610612759,10
523,1610612747,1610612759,2
469,1610612743,1610612759,6
1936,1610612757,1610612759,15
143,1610612757,1610612759,0
1858,1610612742,1610612759,16
557,1610612746,1610612759,0
663,1610612760,1610612759,6
814,1610612740,1610612759,7
614,1610612745,1610612759,8
369,1610612763,1610612759,1
493,1610612764,1610612759,4
125,1610612750,1610612759,0
1059,1610612757,1610612759,3
1366,1610612762,1610612759,12
918,1610612743,1610612759,15
550,1610612741,1610612759,0
1115,1610612747,1610612759,6
148,1610612749,1610612759,4
1144,1610612766,1610612759,4
757,1610612746,1610612759,1
867,1610612753,1610612759,4
1141,1610612748,1610612759,6
766,1610612761,1610612759,2
764,1610612754,1610612759,4
1445,1610612765,1610612759,12
1556,1610612746,1610612759,14
1487,1610612762,1610612759,4
1052,1610612758,1610612759,8
1180,1610612756,1610612759,12
797,1610612758,1610612759,4
651,1610612743,1610612759,2
1089,1610612741,1610612759,2
347,1610612761,1610612759,7
632,1610612750,1610612759,2
1506,1610612744,1610612759,12
1127,1610612757,1610612759,6
1000,1610612738,1610612759,4
425,1610612737,1610612759,0
1111,1610612763,1610612759,4
568,1610612748,1610612759,0
1438,1610612753,1610612759,18
1118,1610612743,1610612759,18
779,1610612744,1610612759,8
1474,1610612745,1610612759,8
1092,1610612745,1610612759,13
1538,1610612740,1610612759,8
1203,1610612746,1610612759,5
439,1610612746,1610612759,4
49,1610612746,1610612759,0
716,1610612746,1610612759,0
651,1610612737,1610612765,6
713,1610612762,1610612765,4
835,1610612741,1610612765,4
287,1610612754,1610612765,0
711,1610612756,1610612765,4
728,1610612757,1610612765,4
803,1610612758,1610612765,2
851,1610612746,1610612765,6
438,1610612747,1610612765,9
526,1610612739,1610612765,2
1125,1610612750,1610612765,6
654,1610612764,1610612765,4
1130,1610612749,1610612765,6
754,1610612748,1610612765,6
933,1610612760,1610612765,4
676,1610612751,1610612765,2
