@relation Mike_Miller
@attribute box_minutes Continuous
@attribute 'opponent_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute 'team_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute box_pts Continuous
@data
1489,1610612759,1610612763,11
1923,1610612765,1610612763,8
1078,1610612742,1610612763,4
1403,1610612738,1610612763,5
1434,1610612740,1610612763,9
1716,1610612744,1610612763,15
1300,1610612754,1610612763,8
1246,1610612761,1610612763,8
1546,1610612747,1610612763,4
1253,1610612758,1610612763,0
1173,1610612746,1610612763,8
1712,1610612744,1610612763,3
1399,1610612759,1610612763,4
1049,1610612745,1610612763,8
1034,1610612738,1610612763,8
1375,1610612751,1610612763,6
865,1610612756,1610612763,0
1199,1610612746,1610612763,2
1698,1610612744,1610612763,16
1449,1610612753,1610612763,8
1733,1610612760,1610612763,9
1639,1610612740,1610612763,10
1522,1610612750,1610612763,5
1790,1610612747,1610612763,9
1791,1610612742,1610612763,8
815,1610612752,1610612763,2
1078,1610612762,1610612763,15
1228,1610612745,1610612763,7
1275,1610612743,1610612763,11
962,1610612741,1610612763,2
1965,1610612756,1610612763,11
967,1610612743,1610612763,4
1051,1610612765,1610612763,6
1414,1610612759,1610612763,1
1011,1610612756,1610612763,11
1580,1610612737,1610612763,15
639,1610612760,1610612763,0
1163,1610612749,1610612763,2
755,1610612758,1610612763,0
859,1610612740,1610612763,5
1069,1610612745,1610612763,2
591,1610612745,1610612763,5
948,1610612757,1610612763,11
1610,1610612758,1610612763,11
1496,1610612750,1610612763,5
851,1610612749,1610612763,5
1434,1610612760,1610612763,11
455,1610612742,1610612763,0
1540,1610612737,1610612763,8
1182,1610612739,1610612763,0
872,1610612764,1610612763,2
785,1610612753,1610612763,0
1221,1610612752,1610612763,19
1451,1610612746,1610612763,13
1322,1610612766,1610612763,11
1241,1610612747,1610612763,6
1177,1610612760,1610612763,19
354,1610612739,1610612763,0
1558,1610612764,1610612763,10
918,1610612751,1610612763,0
1208,1610612741,1610612763,14
1178,1610612766,1610612763,8
1528,1610612757,1610612763,14
1648,1610612740,1610612763,8
1095,1610612761,1610612763,4
341,1610612755,1610612763,2
1125,1610612762,1610612763,6
1365,1610612748,1610612763,3
1483,1610612754,1610612763,13
1099,1610612750,1610612763,11
1670,1610612762,1610612763,9
1473,1610612744,1610612763,0
1671,1610612757,1610612763,12
1029,1610612743,1610612763,2
1703,1610612750,1610612763,9
1056,1610612743,1610612763,2
612,1610612759,1610612763,0
561,1610612748,1610612763,0
1196,1610612755,1610612763,19
1415,1610612747,1610612763,13
1815,1610612756,1610612763,21
1466,1610612742,1610612763,3
175,1610612752,1610612739,0
713,1610612741,1610612739,0
843,1610612757,1610612739,2
1307,1610612762,1610612739,0
907,1610612743,1610612739,3
1110,1610612740,1610612739,3
622,1610612738,1610612739,0
143,1610612737,1610612739,0
249,1610612743,1610612739,0
916,1610612764,1610612739,3
733,1610612761,1610612739,2
1068,1610612749,1610612739,6
717,1610612752,1610612739,0
2013,1610612751,1610612739,21
984,1610612763,1610612739,0
492,1610612750,1610612739,0
1547,1610612748,1610612739,6
2307,1610612753,1610612739,9
1488,1610612765,1610612739,3
1146,1610612737,1610612739,0
1976,1610612749,1610612739,5
1239,1610612766,1610612739,0
1332,1610612742,1610612739,3
1441,1610612755,1610612739,6
1629,1610612745,1610612739,5
1197,1610612744,1610612739,0
1481,1610612758,1610612739,3
473,1610612756,1610612739,0
676,1610612746,1610612739,3
120,1610612741,1610612739,0
88,1610612762,1610612739,0
720,1610612766,1610612739,3
614,1610612757,1610612739,3
297,1610612758,1610612739,0
459,1610612750,1610612739,0
318,1610612755,1610612739,0
771,1610612746,1610612739,1
163,1610612741,1610612739,0
39,1610612744,1610612739,0
774,1610612754,1610612739,0
56,1610612756,1610612739,0
495,1610612764,1610612739,0
58,1610612748,1610612739,0
119,1610612749,1610612739,0
233,1610612763,1610612739,0
207,1610612748,1610612739,0
1384,1610612738,1610612739,11
1434,1610612738,1610612739,2
711,1610612765,1610612739,0
1101,1610612764,1610612739,3
968,1610612741,1610612739,3
781,1610612741,1610612739,0
136,1610612741,1610612739,0
377,1610612744,1610612739,0
314,1610612744,1610612739,0
186,1610612744,1610612739,0
818,1610612744,1610612739,3
11,1610612744,1610612739,0
89,1610612745,1610612743,0
560,1610612750,1610612743,0
165,1610612760,1610612743,0
500,1610612747,1610612743,9
93,1610612762,1610612743,0
457,1610612744,1610612743,0
5,1610612745,1610612743,0
110,1610612756,1610612743,3
214,1610612740,1610612743,0
801,1610612746,1610612743,9
1220,1610612759,1610612743,3
775,1610612742,1610612743,0
