@relation Hedo_Turkoglu
@attribute box_minutes Continuous
@attribute 'opponent_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute 'team_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute box_pts Continuous
@data
403,1610612752,1610612746,2
804,1610612754,1610612746,4
883,1610612765,1610612746,0
711,1610612766,1610612746,0
654,1610612741,1610612746,5
556,1610612761,1610612746,2
1146,1610612749,1610612746,6
607,1610612764,1610612746,1
540,1610612744,1610612746,2
754,1610612762,1610612746,6
693,1610612743,1610612746,4
140,1610612748,1610612746,0
742,1610612755,1610612746,0
518,1610612757,1610612746,2
619,1610612759,1610612746,0
408,1610612763,1610612746,0
896,1610612740,1610612746,12
284,1610612745,1610612746,0
883,1610612740,1610612746,2
169,1610612756,1610612746,0
1333,1610612747,1610612746,9
610,1610612737,1610612746,0
579,1610612756,1610612746,1
360,1610612744,1610612746,0
403,1610612762,1610612746,3
628,1610612739,1610612746,0
484,1610612743,1610612746,3
634,1610612765,1610612746,2
582,1610612749,1610612746,0
437,1610612740,1610612746,3
305,1610612745,1610612746,3
691,1610612750,1610612746,6
413,1610612756,1610612746,2
592,1610612747,1610612746,10
711,1610612760,1610612746,9
346,1610612758,1610612746,2
1107,1610612743,1610612746,6
889,1610612757,1610612746,8
253,1610612747,1610612746,3
592,1610612758,1610612746,7
211,1610612762,1610612746,0
237,1610612744,1610612746,0
212,1610612759,1610612746,0
905,1610612753,1610612746,5
883,1610612748,1610612746,3
887,1610612763,1610612746,3
812,1610612766,1610612746,10
1311,1610612765,1610612746,9
803,1610612745,1610612746,0
81,1610612762,1610612746,0
585,1610612750,1610612746,0
375,1610612753,1610612746,0
366,1610612740,1610612746,3
631,1610612756,1610612746,2
333,1610612754,1610612746,0
1071,1610612764,1610612746,6
720,1610612749,1610612746,2
477,1610612765,1610612746,6
72,1610612743,1610612746,0
386,1610612749,1610612746,0
612,1610612759,1610612746,0
555,1610612737,1610612746,2
211,1610612761,1610612746,0
929,1610612751,1610612746,5
636,1610612756,1610612746,5
794,1610612743,1610612746,3
282,1610612762,1610612746,0
563,1610612740,1610612746,3
717,1610612759,1610612746,5
523,1610612751,1610612746,3
106,1610612739,1610612746,0
681,1610612760,1610612746,6
1147,1610612742,1610612746,9
255,1610612745,1610612746,0
418,1610612759,1610612746,2
1322,1610612758,1610612746,3
302,1610612763,1610612746,4
455,1610612745,1610612746,0
371,1610612741,1610612746,5
545,1610612750,1610612746,0
2232,1610612757,1610612746,8
1269,1610612744,1610612746,12
696,1610612750,1610612746,3
32,1610612760,1610612746,0
712,1610612742,1610612746,5
1280,1610612766,1610612746,6
745,1610612764,1610612746,6
814,1610612740,1610612746,3
786,1610612752,1610612746,0
864,1610612755,1610612746,5
910,1610612738,1610612746,3
568,1610612744,1610612746,5
1140,1610612757,1610612746,8
850,1610612743,1610612746,9
738,1610612747,1610612746,12
773,1610612763,1610612746,3
281,1610612743,1610612746,2
1211,1610612756,1610612746,6
190,1610612759,1610612746,0
242,1610612759,1610612746,2
528,1610612759,1610612746,0
84,1610612759,1610612746,0
251,1610612759,1610612746,0
473,1610612745,1610612746,2
431,1610612745,1610612746,3
174,1610612745,1610612746,3
518,1610612745,1610612746,0
223,1610612745,1610612746,0
