@relation Brook_Lopez
@attribute box_minutes Continuous
@attribute 'opponent_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute 'team_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute box_pts Continuous
@data
2017,1610612739,1610612751,21
1225,1610612748,1610612751,13
1974,1610612753,1610612751,21
1500,1610612762,1610612751,27
2231,1610612764,1610612751,23
1926,1610612754,1610612751,16
1599,1610612758,1610612751,16
2163,1610612756,1610612751,27
1285,1610612745,1610612751,16
1876,1610612763,1610612751,20
1274,1610612743,1610612751,12
2071,1610612752,1610612751,24
2407,1610612749,1610612751,32
2243,1610612738,1610612751,24
1664,1610612746,1610612751,16
1914,1610612764,1610612751,22
2642,1610612755,1610612751,22
1432,1610612760,1610612751,18
2033,1610612750,1610612751,10
1844,1610612752,1610612751,20
1559,1610612753,1610612751,12
1533,1610612756,1610612751,16
1616,1610612744,1610612751,18
1799,1610612757,1610612751,21
1297,1610612748,1610612751,5
2637,1610612749,1610612751,26
2081,1610612760,1610612751,16
1518,1610612759,1610612751,6
1757,1610612755,1610612751,19
1337,1610612741,1610612751,11
2124,1610612752,1610612751,23
2706,1610612759,1610612751,16
1596,1610612737,1610612751,20
495,1610612743,1610612751,6
819,1610612738,1610612751,8
897,1610612754,1610612751,0
707,1610612758,1610612751,11
1977,1610612741,1610612751,29
1060,1610612753,1610612751,16
1526,1610612748,1610612751,16
2009,1610612742,1610612751,22
1047,1610612738,1610612751,6
1688,1610612755,1610612751,18
1613,1610612765,1610612751,11
1420,1610612745,1610612751,12
1639,1610612763,1610612751,11
1385,1610612764,1610612751,26
1598,1610612764,1610612751,15
2261,1610612758,1610612751,22
1463,1610612746,1610612751,4
1315,1610612762,1610612751,6
1856,1610612737,1610612751,18
2468,1610612761,1610612751,35
2203,1610612746,1610612751,24
1675,1610612761,1610612751,8
1973,1610612752,1610612751,22
1847,1610612764,1610612751,19
1230,1610612749,1610612751,10
1351,1610612763,1610612751,12
1901,1610612743,1610612751,19
1326,1610612745,1610612751,12
892,1610612742,1610612751,7
1548,1610612744,1610612751,26
1112,1610612766,1610612751,8
2190,1610612756,1610612751,19
2158,1610612762,1610612751,19
1493,1610612740,1610612751,15
1955,1610612748,1610612751,15
1621,1610612755,1610612751,10
1965,1610612747,1610612751,22
1317,1610612750,1610612751,16
2508,1610612749,1610612751,32
1889,1610612754,1610612751,26
2084,1610612738,1610612751,31
2354,1610612766,1610612751,34
2270,1610612739,1610612751,20
2418,1610612747,1610612751,30
2385,1610612754,1610612751,24
2057,1610612752,1610612751,18
2615,1610612761,1610612751,30
1559,1610612737,1610612751,11
1945,1610612757,1610612751,32
2355,1610612737,1610612751,26
1939,1610612764,1610612751,26
1832,1610612749,1610612751,12
2025,1610612741,1610612751,13
2005,1610612753,1610612751,14
2158,1610612737,1610612751,17
2367,1610612737,1610612751,20
2497,1610612737,1610612751,22
2559,1610612737,1610612751,26
2108,1610612737,1610612751,19
2000,1610612741,1610612751,26
1919,1610612759,1610612751,17
1698,1610612763,1610612751,12
2064,1610612749,1610612751,18
2160,1610612737,1610612751,27
2321,1610612747,1610612751,23
1733,1610612749,1610612751,20
2123,1610612745,1610612751,14
2144,1610612758,1610612751,17
2512,1610612744,1610612751,18
2125,1610612737,1610612751,24
2112,1610612766,1610612751,23
1614,1610612738,1610612751,14
2079,1610612738,1610612751,23
2030,1610612760,1610612751,26
2250,1610612739,1610612751,22
2134,1610612765,1610612751,15
