@relation Andre_Iguodala
@attribute box_minutes Continuous
@attribute 'opponent_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute 'team_id' {'1610612737','1610612738','1610612739','1610612740','1610612741','1610612742','1610612743','1610612744','1610612745','1610612746','1610612747','1610612748','1610612749','1610612750','1610612751','1610612752','1610612753','1610612754','1610612755','1610612756','1610612757','1610612758','1610612759','1610612760','1610612761','1610612762','1610612763','1610612764','1610612765','1610612766'}
@attribute box_pts Continuous
@data
1669,1610612747,1610612744,7
2569,1610612746,1610612744,14
2360,1610612758,1610612744,5
1959,1610612755,1610612744,32
2499,1610612750,1610612744,20
2643,1610612759,1610612744,9
1982,1610612763,1610612744,19
1917,1610612765,1610612744,8
2245,1610612760,1610612744,14
2271,1610612762,1610612744,16
2296,1610612762,1610612744,11
2865,1610612763,1610612744,7
1676,1610612747,1610612744,6
1043,1610612740,1610612744,2
1862,1610612759,1610612744,6
1464,1610612747,1610612744,3
1851,1610612743,1610612744,12
1999,1610612746,1610612744,9
1500,1610612756,1610612744,8
2365,1610612739,1610612744,8
1293,1610612753,1610612744,8
2031,1610612748,1610612744,8
1608,1610612737,1610612744,7
1683,1610612764,1610612744,9
1744,1610612749,1610612744,11
1816,1610612751,1610612744,3
2287,1610612738,1610612744,22
2184,1610612743,1610612744,3
1773,1610612760,1610612744,2
2150,1610612740,1610612744,8
1770,1610612754,1610612744,7
1969,1610612750,1610612744,16
2224,1610612757,1610612744,12
1993,1610612764,1610612744,5
1808,1610612746,1610612744,8
2212,1610612762,1610612744,4
2024,1610612766,1610612744,6
2431,1610612741,1610612744,7
2358,1610612756,1610612744,12
1994,1610612755,1610612744,11
2372,1610612748,1610612744,9
2187,1610612758,1610612744,13
2311,1610612745,1610612744,11
2651,1610612751,1610612744,8
1597,1610612765,1610612744,4
1265,1610612741,1610612744,5
1566,1610612752,1610612744,7
1829,1610612761,1610612744,8
1404,1610612754,1610612744,6
1376,1610612738,1610612744,11
1877,1610612737,1610612744,13
2133,1610612756,1610612744,7
1531,1610612742,1610612744,4
1854,1610612746,1610612744,13
1847,1610612739,1610612744,11
1822,1610612757,1610612744,4
1731,1610612763,1610612744,5
2034,1610612752,1610612744,12
2437,1610612742,1610612744,16
1038,1610612758,1610612744,4
1295,1610612762,1610612744,11
1616,1610612743,1610612744,6
2223,1610612757,1610612744,15
1755,1610612758,1610612744,2
1960,1610612747,1610612744,9
1899,1610612757,1610612744,5
1234,1610612746,1610612744,9
1875,1610612745,1610612744,15
1868,1610612756,1610612744,1
1339,1610612759,1610612744,2
1908,1610612751,1610612744,5
1535,1610612766,1610612744,0
1238,1610612747,1610612744,10
1482,1610612762,1610612744,17
1649,1610612760,1610612744,7
1109,1610612748,1610612744,5
1634,1610612753,1610612744,13
1941,1610612766,1610612744,3
1637,1610612765,1610612744,7
1812,1610612753,1610612744,6
1390,1610612740,1610612744,6
1815,1610612741,1610612744,6
1437,1610612750,1610612744,8
1444,1610612745,1610612744,1
1750,1610612742,1610612744,2
2274,1610612740,1610612744,20
1916,1610612763,1610612744,9
1776,1610612760,1610612744,7
1426,1610612758,1610612744,12
904,1610612747,1610612744,3
1255,1610612746,1610612744,5
1632,1610612750,1610612744,10
1198,1610612755,1610612744,7
1751,1610612761,1610612744,3
2024,1610612760,1610612744,8
1913,1610612754,1610612744,5
1472,1610612739,1610612744,5
1509,1610612762,1610612744,4
1817,1610612748,1610612744,9
1611,1610612745,1610612744,9
1039,1610612743,1610612744,7
1640,1610612745,1610612744,7
1766,1610612738,1610612744,8
1636,1610612741,1610612744,0
1275,1610612762,1610612744,6
1435,1610612756,1610612744,12
1445,1610612758,1610612744,17
1778,1610612742,1610612744,7
1818,1610612737,1610612744,8
1481,1610612752,1610612744,4
1794,1610612755,1610612744,13
1454,1610612750,1610612744,8
1946,1610612754,1610612744,14
1791,1610612764,1610612744,9
1772,1610612739,1610612744,9
1961,1610612738,1610612744,6
1788,1610612751,1610612744,12
1784,1610612749,1610612744,8
1398,1610612742,1610612744,2
1407,1610612746,1610612744,4
1753,1610612756,1610612744,5
1685,1610612765,1610612744,13
1101,1610612752,1610612744,7
1634,1610612759,1610612744,14
1839,1610612747,1610612744,8
1401,1610612740,1610612744,10
1852,1610612762,1610612744,13
1251,1610612764,1610612744,11
1870,1610612757,1610612744,21
1490,1610612763,1610612744,3
1753,1610612746,1610612744,6
1611,1610612756,1610612744,7
1685,1610612742,1610612744,18
1472,1610612759,1610612744,10
1620,1610612757,1610612744,4
1826,1610612750,1610612744,5
1222,1610612763,1610612744,2
1005,1610612743,1610612744,3
1878,1610612740,1610612744,8
1818,1610612740,1610612744,5
1464,1610612740,1610612744,8
1782,1610612763,1610612744,8
1606,1610612763,1610612744,7
1672,1610612763,1610612744,9
1456,1610612763,1610612744,11
1507,1610612763,1610612744,16
1788,1610612763,1610612744,9
1394,1610612745,1610612744,4
1566,1610612745,1610612744,13
1811,1610612745,1610612744,6
1899,1610612739,1610612744,15
2186,1610612739,1610612744,7
2178,1610612739,1610612744,15
2356,1610612739,1610612744,22
2548,1610612739,1610612744,14
2181,1610612739,1610612744,25
1403,1610612740,1610612744,2
1787,1610612745,1610612744,12
1770,1610612740,1610612744,8
1290,1610612763,1610612744,6
1901,1610612746,1610612744,6
